query_id,intent,lane,candidate_count,prompt_tokens_est,output_tokens,ttft_ms,total_latency_ms,tokens_per_second,p003_generation_speed_low
BQ01,archive_orientation,help,3,409,99,1864.1999998092651,7961.5,16.236694930035114,0
BQ02,archive_orientation,help,3,484,95,2420.7000002861023,8061.60000038147,16.841284191954102,0
BQ03,archive_orientation,help,3,465,104,1940.6999998092651,8157.900000095367,16.727787427654594,0
BQ04,casual_archive_help,help,2,405,95,1680,7286,16.946129147342134,0
BQ05,current_object_explanation,fast_answer,3,705,80,4334,12250.5,10.10547590475589,0
BQ06,current_object_explanation,fast_answer,2,527,75,2601.300000190735,10185.10000038147,9.88950130516545,0
BQ07,current_object_explanation,fast_answer,3,773,51,4565.599999904633,12456.900000095367,6.46281347797794,1
BQ08,source_rights_question,source_rights,3,360,49,1744.0999999046326,8927.700000286102,6.821092488083686,1
BQ09,first_earliest_claim,refusal_more_context,0,107,10,501.7000002861023,969.2000002861023,21.390374331550802,0
BQ10,first_earliest_claim,refusal_more_context,0,104,10,489.09999990463257,969.2999997138977,20.82465640144104,0
BQ11,first_earliest_claim,refusal_more_context,0,105,10,501.7000002861023,967.6000003814697,21.46383343625896,0
BQ12,comparison,research_answer,2,601,71,3394,11128.5,9.179649621824295,0
BQ13,comparison,research_answer,2,628,56,3430.300000190735,11181.400000095367,7.224780998914865,1
BQ14,region_period_recommendation,research_answer,3,728,60,4573.39999961853,10874.799999713898,9.521693591756108,0
BQ15,region_period_recommendation,refusal_more_context,0,106,10,388.59999990463257,735,28.868360269188507,0
BQ16,region_period_recommendation,research_answer,3,918,82,3689.5,9783.400000095367,13.456079029638937,0
BQ17,region_period_recommendation,refusal_more_context,0,104,10,367,713.1999998092651,28.885037566462692,0
BQ18,region_period_recommendation,refusal_more_context,0,107,10,382.09999990463257,727.1999998092651,28.9771080926209,0
BQ19,source_rights_question,source_rights,3,352,49,1243,6273.400000095367,9.740776081240268,0
BQ20,source_rights_question,source_rights,3,357,49,1249.6999998092651,6334.099999904633,9.637322004382211,0
BQ21,source_rights_question,source_rights,3,359,49,1253.5,6314.10000038147,9.682646325792666,0
BQ22,source_rights_question,source_rights,3,356,49,1249.8000001907349,6256.400000095367,9.787081053196454,0
BQ23,method_process_question,research_answer,1,454,78,1246.0999999046326,5089.799999713898,20.29294690112927,0
BQ24,method_process_question,research_answer,1,455,101,1243.5,5529.5,23.565095660289316,0
BQ25,more_context,research_answer,3,1223,65,4837.800000190735,11362.199999809265,9.962601925663728,0
BQ26,more_context,research_answer,3,1223,61,4812.5,11371.700000286102,9.299914623328954,0
BQ27,no_evidence_refusal,refusal_more_context,0,107,10,379.80000019073486,727.3000001907349,28.77697841726619,0
BQ28,no_evidence_refusal,refusal_more_context,0,112,10,407,732,30.769230769230766,0
BQ29,no_evidence_refusal,refusal_more_context,0,105,10,368.40000009536743,718.2000002861023,28.587764421233036,0
BQ30,casual_archive_help,help,3,443,90,1377.3000001907349,5371.099999904633,22.534929141781586,0
BQ031,archive_orientation,help,3,449,95,1455.5999999046326,5528,23.32776740933486,0
BQ032,archive_orientation,help,3,498,116,1534.5999999046326,6737.299999713898,22.29611547931894,0
BQ033,archive_orientation,help,3,505,120,1592.9000000953674,6776.400000095367,23.150381016687565,0
BQ034,archive_orientation,help,3,514,120,1592.1999998092651,6770.299999713898,23.174523474287884,0
BQ035,archive_orientation,help,3,456,104,1410.3999996185303,5931.5,23.003251419173424,0
BQ036,archive_orientation,help,3,479,97,1484.2000002861023,5500.099999904633,24.153987900399414,0
BQ037,archive_orientation,help,3,474,105,1489.2000002861023,5669.5,25.117814512639345,0
BQ038,archive_orientation,help,3,476,116,1494.1000003814697,6155.200000286102,24.886829289732763,0
BQ039,archive_orientation,help,3,484,119,1508.1999998092651,6338.5,24.636150962735446,0
BQ040,archive_orientation,help,3,502,119,1566.6999998092651,6791.699999809265,22.77511961722488,0
BQ041,archive_orientation,help,3,512,118,1577.7000002861023,6355.800000190735,24.69600887431305,0
BQ042,archive_orientation,help,3,454,109,1372.6999998092651,6090.5,23.10398914654993,0
BQ043,archive_orientation,help,3,453,110,1405.2000002861023,5883.10000038147,24.565086312257375,0
BQ044,casual_archive_help,help,3,438,108,1388.3000001907349,6102.800000190735,22.908049634107538,0
BQ045,casual_archive_help,help,3,377,85,1166,4925.099999904633,22.611795377126555,0
BQ046,casual_archive_help,help,3,377,86,1189.2999997138977,4973.099999904633,22.728474019679922,0
BQ047,casual_archive_help,help,3,377,79,1190.1000003814697,4626.300000190735,22.99051277701679,0
BQ048,casual_archive_help,help,3,385,85,1192.3000001907349,4724.900000095367,24.061597690736196,0
BQ049,casual_archive_help,help,3,406,92,1236,5342.799999713898,22.401870070714235,0
BQ050,casual_archive_help,help,3,438,108,1390.9000000953674,6120.400000095367,22.835394862036157,0
BQ051,casual_archive_help,help,3,447,66,1394.0999999046326,4105.099999904633,24.34526005164146,0
BQ052,casual_archive_help,help,3,450,107,1411,6053.200000286102,23.049416223645146,0
BQ053,casual_archive_help,help,3,458,104,1436.2000002861023,6005.400000095367,22.76109603526686,0
BQ054,casual_archive_help,help,3,466,109,1441.9000000953674,6218.60000038147,22.81910105166148,0
BQ055,casual_archive_help,help,3,404,95,1238.5,5483.299999713898,22.380324162835247,0
BQ056,casual_archive_help,help,3,427,60,1328.8999996185303,4149.099999904633,21.275086871113093,0
BQ057,casual_archive_help,help,3,433,108,1322.9000000953674,6028.400000095367,22.95186483901817,0
BQ058,current_object_explanation,fast_answer,3,807,88,3028.2000002861023,8805.099999904633,15.233083488689601,0
BQ059,current_object_explanation,fast_answer,3,791,68,2935,8671.699999809265,11.8535046284904,0
BQ060,current_object_explanation,fast_answer,3,798,73,2939.5,8706.599999904633,12.658008357962782,0
BQ061,current_object_explanation,fast_answer,3,863,93,3054.5,8894.699999809265,15.924112188458835,0
BQ062,current_object_explanation,fast_answer,3,906,122,3485.5,9490.599999904633,20.31606467867937,0
BQ063,current_object_explanation,fast_answer,3,770,110,2842,8597,19.113814074717638,0
BQ064,current_object_explanation,fast_answer,3,767,91,2738,8421.400000095367,16.0115423863309,0
BQ065,current_object_explanation,fast_answer,3,999,88,4178.900000095367,10424.900000095367,14.08901697086135,0
BQ066,current_object_explanation,fast_answer,3,999,62,4247.699999809265,10369.699999809265,10.127409343351847,0
BQ067,current_object_explanation,fast_answer,3,813,54,3140.300000190735,8742,9.63993073564073,0
BQ068,current_object_explanation,fast_answer,3,953,94,3687.300000190735,9445.800000190735,16.323695406789962,0
BQ069,current_object_explanation,fast_answer,3,872,82,3138.2999997138977,8750.900000095367,14.60998467634015,0
BQ070,current_object_explanation,fast_answer,3,874,82,3123.199999809265,8933.5,14.11286852611882,0
BQ071,current_object_explanation,fast_answer,3,829,93,2955.699999809265,8788.300000190735,15.944861638706156,0
BQ072,current_object_explanation,fast_answer,3,1034,65,4002.800000190735,10178,10.525974867535897,0
BQ073,current_object_explanation,fast_answer,3,735,71,2588.4000000953674,8220.700000286102,12.605862613425353,0
BQ074,current_object_explanation,fast_answer,3,817,69,3039.5999999046326,8871.400000095367,11.831681470171008,0
BQ075,current_object_explanation,fast_answer,3,743,74,2602,8259.5,13.079982324348212,0
BQ076,current_object_explanation,fast_answer,3,940,78,3510.4000000953674,9469.199999809265,13.089883869863908,0
BQ077,current_object_explanation,fast_answer,3,740,98,2591.800000190735,8185.5,17.519709673979943,0
BQ078,current_object_explanation,fast_answer,3,745,59,2611.300000190735,8218.400000095367,10.522373419593638,0
BQ079,current_object_explanation,fast_answer,3,746,80,2520.800000190735,7894.300000190735,14.88787568623802,0
BQ080,current_object_explanation,fast_answer,3,750,71,2624,7990.700000286102,13.229731491645692,0
BQ081,current_object_explanation,fast_answer,3,763,92,2703.2999997138977,8249.199999809265,16.58883138866874,0
BQ082,current_object_explanation,fast_answer,3,772,79,2822.5999999046326,8584,13.711945013137836,0
BQ083,source_rights_question,source_rights,3,338,69,1199.0999999046326,5961.299999713898,14.489101676276421,0
BQ084,source_rights_question,source_rights,3,305,52,1154.1999998092651,5568.799999713898,11.779096634151076,0
BQ085,source_rights_question,source_rights,3,333,56,1165.2999997138977,5667.799999713898,12.43753470294281,0
BQ086,source_rights_question,source_rights,3,315,58,1157.1000003814697,5614.700000286102,13.011486001714122,0
BQ087,source_rights_question,source_rights,3,288,45,1024,4849.5,11.76316821330545,0
BQ088,source_rights_question,source_rights,3,355,40,1379.7999997138977,6489.599999904633,7.8280950327815,1
BQ089,source_rights_question,source_rights,3,461,22,1795.8000001907349,7073.5,4.168482483050396,1
BQ090,source_rights_question,source_rights,3,307,58,1116.0999999046326,5444.699999809265,13.399251490384385,0
BQ091,source_rights_question,source_rights,3,328,52,1182.5,5549.400000095367,11.907760653750804,0
BQ092,source_rights_question,source_rights,3,290,50,1041.3000001907349,4822,13.225064142228286,0
BQ093,source_rights_question,source_rights,3,290,51,1076.6000003814697,4921.700000286102,13.263634236109572,0
BQ094,source_rights_question,source_rights,3,410,48,1529.6999998092651,6523.900000095367,9.611148932211412,0
BQ095,source_rights_question,source_rights,3,521,59,1768.5,6779.89999961853,11.773157202476574,0
BQ096,source_rights_question,source_rights,3,387,36,1589.3000001907349,6597.10000038147,7.188785494354576,1
BQ097,source_rights_question,source_rights,3,361,46,1320.6999998092651,6321.5,9.198528235131484,0
BQ098,source_rights_question,source_rights,3,478,69,1733.5999999046326,6716.300000190735,13.847913780889494,0
BQ099,source_rights_question,source_rights,3,372,44,1341.6999998092651,6241.799999713898,8.979408583673056,0
BQ100,source_rights_question,source_rights,3,395,48,1400.2999997138977,6524.699999809265,9.366950276931288,0
BQ101,source_rights_question,source_rights,3,373,43,1337.5999999046326,6405.89999961853,8.484107097533162,0
BQ102,comparison,research_answer,2,533,39,2034,7425.700000286102,7.233340133525702,1
BQ103,comparison,research_answer,2,798,70,3768.6000003814697,9811.400000095367,11.5840338921219,0
BQ104,comparison,research_answer,2,787,80,3730.800000190735,9905,12.957144245808587,0
BQ105,comparison,research_answer,2,602,51,2604.699999809265,8236.599999904633,9.055558514735063,0
BQ106,comparison,research_answer,2,814,85,3319.0999999046326,9238,14.360776495401248,0
BQ107,comparison,research_answer,2,778,58,3129.5999999046326,8827.89999961853,10.178474282314388,0
BQ108,comparison,research_answer,2,642,79,2480.300000190735,8048.599999904633,14.187453981297534,0
BQ109,comparison,research_answer,2,600,47,2244.699999809265,7654.900000095367,8.687294369434502,0
BQ110,comparison,research_answer,2,1029,50,4718.5,11034.900000095367,7.915901462739074,1
BQ111,comparison,research_answer,2,739,49,3439.4000000953674,9192,8.517887564025367,0
BQ112,comparison,research_answer,2,625,41,2699.4000000953674,8296.099999904633,7.325745528864737,1
BQ113,comparison,research_answer,2,696,47,2791.5,8401.5,8.37789661319073,0
BQ114,comparison,research_answer,2,807,55,3121.4000000953674,8967.199999809265,9.408464196977622,0
BQ115,comparison,research_answer,2,618,50,2254.9000000953674,7640.200000286102,9.284533823227884,0
BQ116,comparison,research_answer,2,583,77,2122.1000003814697,7578.700000286102,14.111351391222696,0
BQ117,comparison,research_answer,2,783,53,3081.5,9638.400000095367,8.083088044537684,1
BQ118,comparison,research_answer,2,494,44,2533.0999999046326,10141.300000190735,5.783233879018087,1
BQ119,comparison,research_answer,2,572,71,3078.8999996185303,10656,9.370339575355413,0
BQ120,comparison,research_answer,2,506,42,2362.800000190735,8622.199999809265,6.709908298328854,1
BQ121,comparison,research_answer,2,722,82,3453.0999999046326,10338.199999809265,11.909776183517423,0
BQ122,comparison,research_answer,2,443,89,2009.5,8300.5,14.147194404705134,0
BQ123,comparison,research_answer,2,490,45,2177.5999999046326,8503.300000190735,7.113837203465975,1
BQ124,comparison,research_answer,2,473,68,2087.5,8441.599999904633,10.701751625095701,0
BQ125,comparison,research_answer,2,517,87,2357.6000003814697,8820.900000095367,13.46061609454166,0
BQ126,comparison,research_answer,2,552,75,2734.2999997138977,9286.299999713898,11.446886446886447,0
BQ127,comparison,research_answer,2,637,46,3170.5,9880.300000190735,6.855643983232345,1
BQ128,region_period_recommendation,research_answer,3,885,44,4893.5,12273.599999904633,5.961978835052178,1
BQ129,region_period_recommendation,research_answer,3,937,87,5059.799999713898,12526.599999904633,11.651577650101467,0
BQ130,region_period_recommendation,research_answer,3,1002,53,6010.699999809265,14602.299999713898,6.168816052957343,1
BQ131,region_period_recommendation,research_answer,3,1099,70,6441.599999904633,15190,8.001463124598432,1
BQ132,region_period_recommendation,research_answer,3,948,80,5309.099999904633,13627.099999904633,9.61769656167348,0
BQ133,region_period_recommendation,research_answer,3,739,69,4169.900000095367,11990.900000095367,8.82240122746452,0
BQ134,region_period_recommendation,research_answer,3,764,73,4277.10000038147,12088.200000286102,9.345674745028392,0
BQ135,region_period_recommendation,research_answer,3,802,51,4875.400000095367,12861.400000095367,6.386175807663411,1
BQ136,region_period_recommendation,research_answer,3,935,91,5446.599999904633,13637.5,11.10989024392197,0
BQ137,region_period_recommendation,research_answer,3,925,78,5324.300000190735,13497.5,9.543385699826294,0
